loan_amnt,int_rate,annual_inc,dti,revol_util,total_acc,open_acc,inq_last_6mths,actual,risk_score
10000,6.11,50000.0,13.03,43.5,13,8,2,0,0.5993964929408604
15000,16.14,250000.0,30.64,85.0,39,24,0,0,0.22196653596321794
24000,19.92,40000.0,33.12,38.6,24,12,4,0,0.6722368271774727
17000,8.81,55500.0,21.04,29.1,49,22,2,0,0.29385592210820033
33150,7.84,187200.0,5.12,0.0,43,15,1,0,0.6291762348599749
20000,15.02,95000.0,14.38,47.8,26,19,1,0,0.2504868299601135
15000,16.14,36000.0,22.2,44.4,11,8,0,0,0.409766431228424
30225,11.8,100000.0,21.35,24.0,35,23,0,0,0.1135160494419722
9600,10.47,95000.0,29.61,41.3,39,15,0,0,0.3825385221288809
7000,13.56,70000.0,32.56,25.0,14,10,0,0,0.4280461372898173
35000,16.91,78000.0,17.32,58.9,14,7,2,0,0.609241525635491
10000,23.4,127500.0,26.65,81.5,48,19,2,0,0.5533267069361016
26000,7.02,162000.0,20.32,53.7,26,11,0,0,0.44472261043903194
30000,7.56,120000.0,5.66,20.2,25,7,0,0,0.6135317151100689
14900,6.46,60000.0,15.98,97.1,12,9,0,0,0.2778321935981398
31725,16.91,64480.0,12.84,31.8,14,8,1,0,0.5312604316467117
3500,16.14,72000.0,12.3,67.6,10,9,0,0,0.45985208679079814
12000,14.47,92500.0,34.92,61.7,22,16,0,0,0.22124742861420196
10000,6.11,55000.0,12.37,19.6,30,12,0,0,0.42323180938802635
7500,12.98,65800.0,17.55,44.8,52,13,0,0,0.5651596209601195
3000,24.37,90000.0,28.8,38.8,41,27,0,0,0.13918191530228397
5000,19.92,28000.0,32.95,19.0,14,8,0,0,0.5154160310447239
40000,11.8,225000.0,11.35,46.6,28,10,0,0,0.5948979795861838
40000,11.8,117000.0,23.6,,23,4,1,0,0.6995301871542776
10000,19.92,40000.0,0.75,2.2,4,2,1,0,0.8237178282215158
6400,10.72,120000.0,18.99,7.6,10,7,0,0,0.6390430118132113
16800,8.46,118000.0,8.19,24.3,8,5,0,0,0.6318428906570269
23000,10.72,72000.0,16.0,37.4,19,12,2,0,0.4853090274828277
6000,16.91,100000.0,10.35,34.9,32,22,2,0,0.3680580789685269
12000,7.56,65000.0,18.02,43.2,23,8,4,0,0.813961849821865
5000,20.89,161000.0,15.49,80.8,62,21,0,0,0.4721989832250576
10000,7.21,57000.0,10.11,88.2,12,4,0,0,0.5228280987295142
18000,7.56,120000.0,0.0,0.0,12,3,0,0,0.7667551443216977
20000,10.47,50000.0,33.63,62.8,11,5,0,0,0.42307445304172936
10000,10.33,120000.0,13.35,35.9,31,15,1,0,0.5010219900008037
40000,6.46,93000.0,11.47,36.4,18,9,0,0,0.3454552561440714
24000,6.46,74000.0,26.08,13.6,27,10,0,0,0.4194076164239487
20000,11.55,51600.0,17.44,42.1,18,7,0,0,0.47742501901884143
15000,8.19,72000.0,12.02,81.0,20,9,0,0,0.38890196177271724
20000,7.84,55000.0,28.0,39.5,19,7,1,0,0.5307975209005593
25000,8.19,68630.0,23.61,44.2,34,12,0,0,0.3459467400161308
30000,18.94,90000.0,15.81,49.1,34,14,0,0,0.3650187803059715
35000,27.27,40000.0,47.22,59.5,15,13,0,0,0.18804064986636587
25000,17.97,99000.0,24.19,75.6,19,15,0,0,0.21691744492316337
3200,8.19,54000.0,19.49,4.6,21,8,1,0,0.6661431975629906
12000,7.56,74000.0,19.62,41.6,42,13,1,0,0.5337304135488172
1000,20.89,33000.0,37.38,71.9,12,9,0,0,0.39593386534359887
26000,8.46,120000.0,19.31,32.6,20,16,0,0,0.2194375614560261
2000,10.08,35000.0,20.03,46.1,42,9,0,0,0.6068414356223676
35000,7.02,80000.0,26.73,37.8,35,16,0,0,0.19375834305660758
3250,6.46,60000.0,16.2,27.2,17,12,0,0,0.3565905954375915
24000,10.72,135000.0,25.78,46.6,42,19,1,0,0.3270126870002947
18000,10.47,102036.0,13.83,22.0,13,8,0,0,0.5226619946835579
12000,6.11,40000.0,11.61,52.5,22,8,0,0,0.4426286581712516
19450,15.02,88500.0,26.67,74.0,26,11,1,0,0.4713831778246032
8000,7.21,27000.0,19.42,19.8,14,11,1,0,0.4018520565329779
17000,18.94,66000.0,10.49,31.2,10,6,1,0,0.6776793588462854
15000,8.19,55000.0,17.8,63.2,9,4,0,0,0.5038030429754359
10000,6.46,180000.0,5.3,49.8,22,11,1,0,0.6532139793611061
24000,6.11,70000.0,17.98,30.2,32,25,0,0,0.062311367622012
40000,13.56,100446.0,12.15,8.1,10,8,3,0,0.7034825028055102
25000,8.81,210432.0,23.26,96.3,12,9,0,0,0.4398318239771633
30000,18.94,212000.0,21.08,70.3,23,15,0,0,0.38056078951928257
13500,7.02,30000.0,10.4,72.4,9,5,0,0,0.42673207694032
14500,14.47,110000.0,13.29,30.0,27,12,0,0,0.5075793122793895
18000,6.46,85000.0,18.79,8.5,25,10,0,0,0.479121835286107
32000,11.55,90000.0,12.97,59.7,31,17,0,0,0.190109074711259
2400,22.35,40000.0,12.72,26.9,9,8,1,0,0.6553839119675189
21500,8.46,70000.0,31.03,16.3,33,17,0,0,0.21733677011477465
16000,16.91,41000.0,13.17,81.7,14,9,0,0,0.36048334456472103
35000,16.14,96000.0,12.59,39.6,11,8,1,0,0.5222553064859274
15000,10.08,60000.0,13.2,33.0,14,8,0,0,0.46109833744364015
25000,7.56,107000.0,5.36,62.2,11,10,0,0,0.3342222108708342
30000,11.31,78000.0,23.06,65.5,22,12,1,0,0.33276154995329144
16000,12.98,25000.0,33.41,66.1,10,4,1,0,0.5460606032359686
15000,15.02,35000.0,9.84,32.2,13,12,1,0,0.3947700610857623
30000,11.8,132000.0,12.9,85.1,13,9,0,0,0.37339096617237444
16000,8.19,85000.0,19.08,19.6,56,39,0,0,0.01903042598812005
35000,19.92,85000.0,18.69,79.0,14,10,2,0,0.48453974923516124
18000,19.92,85000.0,15.21,28.3,26,9,1,0,0.6909609065143597
10000,20.89,204308.0,7.0,44.5,20,12,2,0,0.8028879076214817
20400,12.73,60000.0,25.4,22.2,21,11,0,0,0.3715620733939197
7000,10.33,28000.0,8.61,56.2,7,6,0,0,0.4596697345125854
5000,10.08,116000.0,35.26,84.7,33,24,0,0,0.09362145669741083
6000,11.8,35000.0,9.36,19.7,28,17,0,0,0.2655656097548087
34825,23.4,40000.0,38.37,96.1,14,5,0,0,0.38749822381250676
13000,15.02,135000.0,11.52,23.9,33,24,1,0,0.24272105650662704
13000,6.11,40000.0,18.15,28.6,19,7,0,0,0.48125019919638784
16000,10.33,120000.0,8.81,32.9,18,13,1,0,0.47628361329241414
10000,11.31,62400.0,34.06,51.8,21,11,0,0,0.3471267451174724
4200,16.14,35360.0,22.64,60.4,17,9,0,0,0.4368615617207595
10000,10.08,54000.0,43.89,32.0,55,16,1,0,0.45828375484116285
8000,13.56,80000.0,17.16,72.4,23,9,0,0,0.5005658209302267
15000,11.8,150000.0,17.5,28.9,16,9,1,0,0.6667385841874439
15000,10.33,90000.0,6.92,3.1,13,8,0,0,0.5679886009767919
10500,6.46,85000.0,18.81,30.9,14,8,0,0,0.4830477264835191
6000,14.47,69000.0,1.98,23.4,5,4,0,0,0.6902041875349366
20000,18.94,32400.0,32.7,63.5,21,7,0,0,0.45292096917641844
23100,19.92,81000.0,36.84,27.2,61,21,0,0,0.29361177664784094
8000,12.98,48000.0,20.2,21.2,33,7,1,0,0.7487486717010517
1300,7.56,80000.0,6.05,7.2,10,5,0,0,0.688816712483126
10000,18.94,130000.0,12.08,27.0,28,10,2,0,0.8198641305207244
10000,8.81,105000.0,14.51,25.6,46,21,0,0,0.2681421702003102
16425,27.27,34560.0,50.69,56.6,19,10,0,0,0.37210868462249963
10000,11.31,30000.0,14.68,43.6,12,10,0,0,0.3386421158376446
3000,11.31,58819.0,23.97,77.0,19,10,0,0,0.3839251651197156
2400,16.91,67000.0,19.15,32.9,22,8,0,0,0.6293509702361454
25000,16.91,220000.0,2.74,58.4,27,5,0,0,0.8349926242869741
35000,7.56,70000.0,33.74,59.6,13,6,0,0,0.33739755928915494
12000,7.56,110000.0,14.71,31.0,13,8,0,0,0.5250467931567568
40000,6.11,100.0,999.0,46.6,29,16,0,0,5.645304796559709e-06
24000,13.56,69000.0,9.08,12.6,27,12,0,0,0.4300816707447885
22000,11.55,60000.0,13.68,75.4,7,7,0,0,0.35817196417525415
20000,11.8,70000.0,16.92,16.9,21,8,0,0,0.5320181806418373
2500,16.14,52000.0,17.17,50.6,12,5,0,0,0.6267647250387554
21525,11.8,95000.0,28.88,34.3,46,23,1,0,0.20266457640526106
10000,19.92,108000.0,20.43,73.9,26,19,0,0,0.21981994518480383
20000,6.67,90000.0,10.15,43.6,16,10,0,0,0.37832495178664166
20000,17.97,25000.0,20.21,66.4,8,6,0,0,0.40989536418572814
10000,11.8,75000.0,16.21,61.7,26,11,1,0,0.5213777259966575
10000,12.98,85000.0,40.56,69.3,51,30,0,0,0.05264249393925252
10000,13.56,24900.0,13.11,59.3,18,5,0,0,0.5672058604596609
20000,6.46,19000.0,90.08,39.5,16,8,0,0,0.2001474288070009
14800,7.02,60000.0,23.94,23.9,35,12,0,0,0.41270622824274183
8000,6.46,65000.0,23.66,17.6,35,24,0,0,0.10683101136510886
20000,8.81,55000.0,17.5,57.8,7,7,0,0,0.35955924698211594
22000,6.46,44000.0,28.21,21.0,15,11,0,0,0.26029053765550253
3500,8.81,55000.0,12.26,87.8,14,4,0,0,0.5747447413678084
10000,6.46,67000.0,12.43,53.7,12,10,0,0,0.3444280848236802
3200,10.33,123000.0,9.24,54.3,23,9,0,0,0.6139996444310988
1200,7.56,21600.0,9.11,28.7,6,6,0,0,0.4964170752934848
6000,8.19,45000.0,23.36,4.8,60,29,2,0,0.1935988272928747
12000,16.14,60000.0,35.0,68.5,27,16,1,0,0.2813165144898816
3500,12.98,85000.0,18.68,50.0,24,10,1,0,0.617590315721542
10000,11.31,80000.0,16.2,32.1,30,10,0,0,0.5524567033201215
5000,12.98,80000.0,15.45,46.5,19,10,0,0,0.49047263082037573
34800,14.47,157353.0,24.54,86.0,32,17,0,0,0.2187130133539644
6000,8.81,85000.0,19.72,18.5,19,16,0,0,0.26972388379257306
11000,13.56,165000.0,8.76,43.7,17,14,1,0,0.5293272618239893
30000,10.72,170000.0,16.79,26.3,31,16,1,0,0.444303792292341
23000,10.33,129360.0,11.08,13.3,18,9,0,0,0.5536011629625003
3500,14.47,52000.0,16.92,33.0,13,5,1,0,0.7244766830199799
10000,7.56,78000.0,17.08,93.8,18,12,1,0,0.34298774408136734
18000,19.92,160000.0,16.08,63.9,39,24,4,0,0.5071175075867808
20000,17.97,41000.0,14.78,76.8,17,5,0,0,0.5342005224250085
30000,24.37,75000.0,21.23,75.3,9,6,0,0,0.47336689692007633
12000,17.97,61152.0,31.46,77.4,9,6,0,0,0.46496310951338643
12000,8.46,80000.0,28.05,53.9,36,20,0,0,0.15989827288439162
12000,10.72,92000.0,13.48,54.6,18,9,0,0,0.4799798645571546
30000,15.02,85000.0,29.07,24.7,44,21,1,0,0.23717715736849168
6000,6.46,27000.0,7.64,55.4,6,4,0,0,0.5114255160346621
11500,8.81,53000.0,39.54,35.4,23,11,0,0,0.3351983187986285
15000,18.94,70000.0,25.77,52.1,26,13,0,0,0.3654499023087706
16000,19.92,5000.0,92.31,9.9,13,11,3,0,0.43764159300780814
7000,7.02,75000.0,13.57,5.2,25,7,0,0,0.6607917561505298
6000,16.91,65776.0,13.25,42.4,10,8,0,0,0.5251951190671887
9500,25.34,34320.0,27.69,71.4,7,6,0,0,0.5005834954225366
15000,10.08,55000.0,20.51,43.2,36,27,1,0,0.07938968290695739
5000,8.81,105000.0,21.34,14.2,20,8,1,0,0.7048999773390927
15000,18.94,55000.0,3.19,65.0,8,7,0,0,0.49214792253004647
28000,20.89,150000.0,19.49,69.9,41,18,0,0,0.32684582894481573
6000,16.91,48500.0,28.31,22.7,21,11,3,0,0.7131007540354921
1200,25.34,120000.0,12.7,84.3,10,6,3,0,0.8758234354692775
16000,7.84,110000.0,26.43,59.7,18,11,0,0,0.34583659735875694
9600,12.98,150000.0,15.74,84.6,38,23,0,0,0.17330705375165495
12000,11.31,75000.0,11.54,51.3,20,5,0,0,0.6434929063665591
28000,16.14,80000.0,17.18,37.6,32,20,0,0,0.1626835122591448
13000,14.47,42000.0,49.94,29.2,35,22,0,0,0.10623293153681683
10000,12.98,58000.0,22.62,36.2,27,14,2,0,0.5088843810065361
10000,16.14,30000.0,13.76,22.5,7,6,1,0,0.6273281220749284
10000,6.67,115000.0,10.05,56.2,10,6,1,0,0.6528459045287529
20000,6.46,300000.0,18.07,16.2,50,25,1,0,0.43989016393129476
35000,19.92,40000.0,17.29,65.0,24,6,0,0,0.4936967049427123
4000,6.46,175000.0,1.2,3.2,19,8,0,0,0.7544443998897422
20000,25.34,95000.0,9.8,37.6,17,10,0,0,0.5487303188912721
11000,6.67,86000.0,26.5,11.1,30,22,2,0,0.24812861689999027
30000,18.94,20000.0,54.02,90.5,14,8,0,0,0.22567708766638056
25000,8.19,85000.0,20.98,34.6,22,18,0,0,0.14535550699750266
20000,10.72,92000.0,16.91,7.7,45,28,2,0,0.17268664852712579
10000,8.81,65000.0,7.79,78.6,9,6,0,0,0.4665217929425402
25000,12.73,100361.0,13.19,34.2,8,7,0,0,0.4881829394871166
27000,20.89,70638.0,15.66,39.1,35,8,1,0,0.711970925193291
25000,7.02,68000.0,23.28,61.1,13,9,0,0,0.2899555782493114
35000,18.94,81000.0,7.81,56.6,20,8,0,0,0.47606351280768233
5000,16.14,52000.0,15.44,53.8,11,5,0,0,0.6068513290045
2100,7.84,31200.0,19.08,24.3,15,8,0,0,0.4730228572374899
8250,6.46,29000.0,22.19,32.0,13,6,1,0,0.5661754029964288
10000,7.84,44000.0,29.54,9.4,56,21,0,0,0.23834790114113988
15000,6.67,88000.0,30.57,21.1,41,22,0,0,0.1524563084597316
25000,17.97,90000.0,5.48,42.7,20,9,1,0,0.6126742673096873
12000,12.98,30000.0,47.04,11.4,21,5,0,0,0.5775063937537764
18000,6.67,97500.0,6.23,40.8,17,11,0,0,0.3806293634574262
19200,16.14,60000.0,21.32,39.8,24,14,0,0,0.293325780151537
5000,11.31,24000.0,7.1,26.0,6,3,0,0,0.6390974845232373
3900,16.91,90000.0,21.89,56.3,20,11,1,0,0.5675835189380514
10000,11.31,23903.0,14.72,64.0,12,7,0,0,0.41241585794728397
5000,10.33,65000.0,10.06,42.5,13,9,2,0,0.6462756369881713
25000,22.35,135000.0,21.2,24.8,37,25,1,0,0.21294823915251657
25000,12.98,108000.0,15.73,50.6,18,16,0,0,0.21037082577727742
12000,20.89,65000.0,20.09,39.2,38,18,0,0,0.31167994448086167
12500,20.89,30000.0,36.8,20.7,16,13,0,0,0.29657799424578474
2500,15.02,24950.0,26.94,64.4,13,6,0,0,0.4975069434702371
16000,8.19,75000.0,20.08,36.3,20,8,0,0,0.48351702305492666
18000,15.02,36800.0,29.45,34.5,7,7,1,0,0.489498100320419
20000,11.06,8500.0,397.32,41.7,46,33,2,0,0.0009803652035695414
19000,18.94,37440.0,19.62,57.9,28,8,0,0,0.5169541339178129
5000,18.94,37000.0,25.72,83.0,27,8,3,0,0.7689283685469847
14000,7.84,226000.0,12.16,10.2,17,11,1,0,0.7177447995613674
12000,6.67,110000.0,14.26,46.8,39,23,0,0,0.14777484368441307
18000,8.19,165000.0,12.37,20.8,29,18,0,0,0.3185145670275092
26000,11.8,150000.0,19.26,75.0,28,15,0,0,0.2934796787271791
4800,10.72,56000.0,16.44,26.5,31,14,1,0,0.48280649563938954
15000,14.47,77500.0,12.25,36.8,21,7,1,0,0.6913288335144228
10000,11.8,24876.0,4.73,49.0,14,4,0,0,0.6034691285021353
3000,13.56,75000.0,29.92,22.9,47,12,2,0,0.7713706789974858
10000,13.56,45000.0,14.13,0.8,19,7,0,0,0.6183459387755419
20000,7.56,156000.0,10.65,4.4,35,23,1,0,0.26383980529657786
12000,7.02,55000.0,13.81,1.7,7,5,0,0,0.5694266646882724
35500,8.19,114590.0,19.49,93.5,28,10,0,0,0.3293234895712749
30000,8.19,90000.0,22.61,81.2,27,8,0,0,0.4023997052554162
20000,13.56,60000.0,13.53,16.3,16,13,3,0,0.576737780659253
10000,6.11,142389.0,16.79,1.3,31,17,0,0,0.3799911536375731
19550,11.8,64000.0,31.31,39.2,15,9,0,0,0.37014936480122024
23000,14.47,93600.0,23.21,61.4,19,10,0,0,0.38735651615447114
25000,11.55,57000.0,26.42,4.8,22,9,0,0,0.447641151090684
15000,16.91,102000.0,13.65,8.6,15,10,1,0,0.6336117537315147
15000,18.94,45000.0,27.01,52.4,19,12,0,0,0.32002773121267164
10000,10.08,49428.0,6.43,74.6,9,4,0,0,0.5449992616541491
20000,6.67,56160.0,47.63,52.7,25,13,1,0,0.26728038682423866
22000,7.02,14052.0,50.98,0.0,15,7,0,0,0.34552229055198164
35000,12.98,68000.0,23.26,26.6,25,18,0,0,0.1403719408342541
15000,15.02,72000.0,19.16,18.7,24,14,0,0,0.35679165995691275
10000,7.21,70000.0,13.1,50.0,16,13,1,0,0.3563545369671177
27050,15.02,65000.0,30.58,68.2,25,17,0,0,0.14223505896598138
14700,16.91,70000.0,25.44,95.5,10,8,0,0,0.368617860472479
20000,27.27,75000.0,7.68,34.1,17,7,0,0,0.6620336025052318
14000,10.08,95000.0,21.13,84.9,17,15,0,0,0.19458701336452688
10000,10.33,151000.0,2.98,0.5,26,3,0,0,0.8803307883263513
30000,10.08,140000.0,23.61,12.8,34,15,0,0,0.3719906637494386
12000,12.98,118575.0,9.47,16.1,23,12,0,0,0.5265952657236984
17000,8.19,62000.0,30.62,38.3,44,20,0,0,0.1720479469414266
11200,17.97,58000.0,64.93,59.9,60,20,2,0,0.3857067431983266
20000,8.19,55000.0,27.91,21.2,17,14,0,0,0.2115568611214337
29875,13.56,200000.0,24.22,83.9,22,11,0,0,0.44423564835808305
20000,6.11,140000.0,11.13,69.9,14,10,0,0,0.3877302724317568
34800,16.91,96000.0,27.63,82.1,31,14,1,0,0.32306296373858645
32000,7.84,70000.0,21.65,26.7,28,12,0,0,0.30683860288137205
3000,23.4,58969.0,33.09,81.9,17,8,0,0,0.5137399995160673
10000,7.02,52000.0,9.25,35.9,16,8,0,0,0.4697036003378982
6025,14.47,65000.0,37.24,21.0,25,16,1,0,0.3561008121140119
32000,8.81,128000.0,17.3,17.0,34,17,2,0,0.4426633475462647
15000,10.47,58000.0,26.01,39.0,12,8,3,0,0.674365003424452
6000,18.94,60000.0,13.76,36.5,10,7,0,0,0.5815233073826479
2000,20.89,155000.0,12.18,71.0,13,5,0,0,0.7762950557975568
15000,6.67,90000.0,22.8,31.2,30,16,0,0,0.2645110389541696
15000,12.73,58000.0,25.86,65.7,22,10,0,0,0.36909410114612723
20000,12.98,60000.0,16.91,7.7,32,13,1,0,0.5076936633952507
5000,17.97,32000.0,14.67,62.9,6,3,1,0,0.7051360208407819
4000,22.35,37000.0,15.42,42.5,8,5,2,0,0.7844740455544666
6300,17.97,45000.0,63.47,53.5,32,18,0,0,0.16865453449322773
6000,14.47,60320.0,9.21,0.0,8,3,1,0,0.8107873124337082
35000,13.56,108000.0,10.96,28.2,40,14,1,0,0.5041008799768666
14000,16.91,48000.0,20.83,51.9,21,7,0,0,0.5409885162856232
15050,27.27,60000.0,29.88,80.9,38,16,0,0,0.32305463591075617
5200,6.67,50000.0,6.7,5.4,7,6,1,0,0.6526020890793791
7500,11.31,98000.0,10.26,21.9,15,13,3,0,0.6665514928225014
5000,22.35,130000.0,24.14,88.9,35,15,1,0,0.5472353391140194
20000,11.8,100000.0,25.57,56.7,31,13,1,0,0.44671515316793853
30000,6.11,47500.0,10.66,11.9,35,29,2,0,0.06896378661138883
10000,10.47,48000.0,21.35,40.0,32,20,0,0,0.15441191744950802
11000,18.94,35000.0,6.58,20.8,18,12,0,0,0.4161458550379913
10000,13.56,67500.0,27.57,38.4,31,12,0,0,0.43734392356759966
20000,11.8,76000.0,14.45,79.7,6,6,0,0,0.41615640682131044
40000,15.02,130000.0,10.08,59.9,18,9,0,0,0.4278294325820678
20000,6.46,68400.0,30.79,29.3,24,8,1,0,0.5451722026342153
7000,12.98,137000.0,9.03,28.8,47,15,1,0,0.6900754704871976
25000,22.35,44000.0,21.58,48.3,9,5,1,0,0.6128534872508928
25000,11.55,132000.0,23.22,70.7,36,16,0,0,0.2845164196303797
10000,13.56,55000.0,33.19,42.9,35,12,0,0,0.42518789207176794
12000,6.46,100000.0,5.02,75.2,4,3,0,0,0.5901513801131658
10000,8.81,49920.0,6.59,97.1,2,2,0,0,0.529181210370576
4000,23.4,135000.0,25.88,92.6,27,18,0,0,0.29739880986195427
17600,16.91,105000.0,12.15,95.3,14,12,1,0,0.3961471085648515
1600,14.47,56000.0,29.81,50.2,18,13,0,0,0.3190478991815332
12000,14.47,72000.0,18.13,28.4,24,14,1,0,0.44260783125444847
10000,7.02,110000.0,13.12,29.5,33,14,0,0,0.4342994790376148
5000,10.33,59600.0,20.18,63.5,20,16,0,0,0.2033100981818717
8000,8.81,48000.0,24.55,32.7,30,11,0,0,0.43187901169138765
15000,11.8,55000.0,7.94,49.1,14,8,0,0,0.4528774993374472
5000,10.47,35000.0,28.74,26.0,12,7,0,0,0.47701770004429
19200,15.02,45300.0,12.21,26.6,13,7,0,0,0.5033779251135357
25000,19.92,125000.0,21.41,66.4,37,14,3,0,0.6930763889101569
10000,7.84,65000.0,14.77,72.7,11,7,0,0,0.4250827807441431
10000,13.56,45000.0,50.94,36.6,16,9,0,0,0.3665143162304913
18000,12.98,120000.0,5.57,55.7,14,5,1,0,0.7355978904282212
15000,10.33,126075.0,14.74,38.0,32,14,0,0,0.43343383851961753
6500,17.97,175000.0,25.76,83.3,43,18,1,0,0.512922021619982
18000,15.02,69700.0,7.61,12.5,32,19,1,0,0.325563411693584
5300,25.34,60000.0,11.86,40.9,11,10,1,0,0.6084693531027296
30000,6.11,140000.0,14.08,36.2,27,17,0,0,0.2244018136708158
10000,20.89,25000.0,11.86,27.5,42,14,2,0,0.6636346606318685
32000,13.56,70000.0,13.13,28.4,12,11,0,0,0.29905965408729157
5000,11.8,40000.0,22.17,3.1,24,17,1,0,0.32614663120618215
4500,6.46,78000.0,22.8,33.8,20,11,0,0,0.40888115795072016
20000,20.89,48000.0,18.8,52.3,8,6,0,0,0.4945389872789594
40000,12.98,48000.0,23.55,17.8,40,14,0,0,0.2899148035181557
11200,8.81,105000.0,25.02,66.8,28,15,1,0,0.36028846889583915
12000,15.02,52000.0,21.37,5.9,42,24,1,0,0.2071704938906897
30000,12.98,100000.0,26.59,42.5,22,8,1,0,0.5667689657189803
5000,15.02,60000.0,5.84,94.5,4,4,0,0,0.5574584368005605
7000,7.02,80000.0,20.18,37.1,24,8,0,0,0.5547625312227992
16400,23.4,41000.0,19.85,86.2,6,5,1,0,0.5802721685986079
7000,10.33,33000.0,31.89,60.0,10,6,1,0,0.5159023470542156
15000,7.02,72000.0,8.73,73.0,7,7,0,0,0.39102673906772123
10000,11.31,65000.0,27.58,62.6,27,14,0,0,0.27974802216253947
5500,17.97,56480.0,9.37,56.1,19,5,0,0,0.6861409882620563
3000,15.02,50000.0,35.77,83.2,19,10,0,0,0.3610073952157297
10000,16.91,71000.0,27.67,20.3,29,17,1,0,0.37533430460589856
27000,6.11,115000.0,12.47,23.2,11,9,0,0,0.4089233534523739
15000,18.94,90000.0,9.84,42.2,19,10,0,0,0.5227749540470074
21000,17.97,52000.0,9.03,69.5,7,5,0,0,0.5016206097295965
24000,19.92,100000.0,12.3,64.9,27,8,0,0,0.5924220583601724
1000,16.14,55000.0,4.23,81.9,5,2,0,0,0.6850309260151444
16000,14.47,65000.0,25.02,43.9,21,16,0,0,0.21169023948850765
10000,6.67,35500.0,15.65,78.1,16,10,1,0,0.36735781307554455
12000,10.33,70000.0,14.01,24.8,29,22,0,0,0.1361311690989193
18000,19.92,45000.0,32.27,49.5,27,19,0,0,0.14951020152424907
5000,16.91,36000.0,15.33,17.6,14,8,0,0,0.5505197400189994
2000,7.56,55000.0,10.22,8.9,18,13,0,0,0.3750953673688433
5600,13.56,140000.0,20.66,59.0,17,10,3,0,0.7770858609374068
25000,7.56,145000.0,19.43,61.0,14,10,0,0,0.37603940283412235
20000,20.89,40000.0,19.89,62.5,8,6,0,0,0.46226970647884
40000,12.98,108000.0,5.68,30.4,27,15,3,0,0.5349323061155892
25000,14.47,52000.0,28.11,55.2,14,10,0,0,0.2886438943856771
10000,13.56,37000.0,30.13,9.4,34,18,3,0,0.48671369552348354
28000,6.67,147000.0,36.66,30.5,66,34,0,0,0.04712768067389267
15500,20.89,52039.0,16.97,19.0,22,13,0,0,0.3992283208386146
12000,22.35,75000.0,13.74,54.3,13,8,1,0,0.6398510357850392
35000,10.72,180000.0,6.27,26.6,9,7,0,0,0.5789350398585572
10000,10.72,120000.0,8.49,39.0,22,19,0,0,0.22464899888680528
4000,11.55,65000.0,30.25,42.1,16,8,2,0,0.6704608360348695
11200,10.33,45000.0,51.21,29.0,41,18,1,0,0.26522035250048615
11000,18.94,80000.0,26.13,77.4,25,16,1,0,0.3239337774796579
15000,15.02,120909.0,34.15,86.1,37,16,0,0,0.29697150419497753
8500,8.81,54000.0,22.64,23.3,55,17,4,0,0.7396815485379608
2500,15.02,43500.0,35.03,32.5,30,24,1,0,0.1347106755020261
24000,19.92,68000.0,11.67,74.3,33,9,0,0,0.5320260562812306
20000,16.14,70000.0,11.13,48.7,35,10,0,0,0.5440647421777345
40000,6.46,229000.0,8.61,64.6,12,7,0,0,0.5452263966357742
12000,20.89,60000.0,0.64,2.2,15,11,1,0,0.6202044495919891
4000,17.97,32000.0,55.85,65.6,14,11,0,0,0.26957414289620457
15000,8.81,185000.0,10.85,15.6,36,15,0,0,0.5460505789331791
34000,7.84,65000.0,9.62,42.3,35,10,0,0,0.4148035195807359
10000,7.02,88000.0,5.03,2.0,38,24,1,0,0.2215396147683254
20000,8.19,90000.0,29.45,92.5,12,9,0,0,0.2834280784206102
10000,8.81,36000.0,16.03,39.9,6,5,1,0,0.5792952011343413
35000,20.89,97500.0,21.88,59.9,23,10,1,0,0.507269542846611
36000,10.72,0.0,,13.7,9,3,0,0,0.4574533984601608
8400,10.47,58987.0,8.89,22.1,11,7,0,0,0.5454942612342004
15000,12.73,20000.0,48.98,69.5,8,2,0,0,0.4719219706995365
4900,14.47,90000.0,13.55,16.4,15,5,1,0,0.7979479802937439
11000,16.14,99999.0,7.34,69.0,16,8,1,0,0.6458843929717547
35000,7.84,75793.0,14.11,40.8,10,5,0,0,0.44383003885264477
1000,23.4,75000.0,9.38,78.6,17,7,0,0,0.6500932821301938
9600,16.91,85000.0,21.86,44.7,53,17,1,0,0.5397448336029252
19775,12.73,30014.0,19.95,13.9,15,8,0,0,0.43489415657646185
8000,11.8,17000.0,11.02,14.9,12,7,1,0,0.5996104064215116
10000,15.02,24350.0,11.42,27.9,14,7,0,0,0.5256582785633022
30000,8.19,115000.0,11.11,5.7,40,16,0,0,0.3649644250586553
40000,8.19,83000.0,16.19,17.6,39,16,1,0,0.3219756379806017
20000,19.92,36000.0,7.1,54.8,11,8,0,0,0.43359809595507676
10000,15.02,93000.0,26.8,51.5,34,15,1,0,0.4578248472853456
9000,11.8,36000.0,21.5,49.0,21,9,0,0,0.42991906268690666
5000,6.67,43000.0,9.94,0.5,18,12,0,0,0.3896513125879829
12000,8.19,32000.0,8.4,46.9,14,9,0,0,0.3693942726942449
10000,8.19,55000.0,0.0,0.0,15,4,1,0,0.7808684916304314
12000,13.56,45000.0,20.55,27.9,13,8,0,0,0.46417782658319756
